human.gene.stable.ID	human.gene.name	pig.gene.stable.ID	pig.gene.name
ENSG00000150967	ABCB9	ENSSSCG00000009784	ABCB9
ENSG00000103222	ABCC1	ENSSSCG00000007874	ABCC1
ENSG00000124574	ABCC10	ENSSSCG00000001680	ABCC10
ENSG00000121270	ABCC11	ENSSSCG00000032298	ABCC11
ENSG00000140798	ABCC12	ENSSSCG00000022813	ABCC12
ENSG00000023839	ABCC2	ENSSSCG00000010543	ABCC2
ENSG00000108846	ABCC3	ENSSSCG00000017561	ABCC3
ENSG00000125257	ABCC4	ENSSSCG00000039344	ENSSSCG00000039344
ENSG00000114770	ABCC5	ENSSSCG00000011782	ABCC5
ENSG00000091262	ABCC6	ENSSSCG00000007873	ABCC6
ENSG00000006071	ABCC8	ENSSSCG00000013378	ABCC8
ENSG00000069431	ABCC9	ENSSSCG00000000571	ABCC9
ENSG00000101986	ABCD1	ENSSSCG00000012779	ABCD1
ENSG00000173208	ABCD2	ENSSSCG00000000781	ABCD2
ENSG00000117528	ABCD3	ENSSSCG00000028620	ABCD3
ENSG00000119688	ABCD4	ENSSSCG00000038231	ABCD4
ENSG00000164163	ABCE1	ENSSSCG00000009043	ABCE1
ENSG00000204574	ABCF1	ENSSSCG00000001346	ABCF1
ENSG00000033050	ABCF2	ENSSSCG00000016441	ABCF2
ENSG00000161204	ABCF3	ENSSSCG00000028856	ABCF3
ENSG00000160179	ABCG1	ENSSSCG00000027745	ABCG1
ENSG00000118777	ABCG2	ENSSSCG00000009215	ABCG2
ENSG00000172350	ABCG4	ENSSSCG00000015113	ABCG4
ENSG00000138075	ABCG5	ENSSSCG00000035912	ABCG5
ENSG00000143921	ABCG8	ENSSSCG00000008453	ABCG8
ENSG00000143994	ABHD1	ENSSSCG00000008554	ABHD1
ENSG00000144827	ABHD10	ENSSSCG00000034450	ABHD10
ENSG00000106077	ABHD11	ENSSSCG00000007715	ABHD11
ENSG00000100997	ABHD12	ENSSSCG00000040449	ABHD12
ENSG00000131969	ABHD12B	ENSSSCG00000005023	ABHD12B
ENSG00000139826	ABHD13	ENSSSCG00000009541	ABHD13
ENSG00000248487	ABHD14A	ENSSSCG00000030229	ABHD14A
ENSG00000114779	ABHD14B	ENSSSCG00000042259	ABHD14B
ENSG00000168792	ABHD15	ENSSSCG00000017789	ABHD15
ENSG00000204427	ABHD16A	ENSSSCG00000034923	ABHD16A
ENSG00000183260	ABHD16B	ENSSSCG00000035915	ABHD16B
ENSG00000129968	ABHD17A	ENSSSCG00000013442	ABHD17A
ENSG00000107362	ABHD17B	ENSSSCG00000021802	ABHD17B
ENSG00000136379	ABHD17C	ENSSSCG00000001782	ABHD17C
ENSG00000164074	ABHD18	ENSSSCG00000009074	ABHD18
ENSG00000140526	ABHD2	ENSSSCG00000001835	ABHD2
ENSG00000158201	ABHD3	ENSSSCG00000028010	ABHD3
ENSG00000100439	ABHD4	ENSSSCG00000002051	ABHD4
ENSG00000011198	ABHD5	ENSSSCG00000011297	ABHD5
ENSG00000163686	ABHD6	ENSSSCG00000011470	ABHD6
ENSG00000127220	ABHD8	ENSSSCG00000031877	ABHD8
ENSG00000136754	ABI1	ENSSSCG00000024127	ABI1
ENSG00000138443	ABI2	ENSSSCG00000034630	ABI2
ENSG00000108798	ABI3	ENSSSCG00000035224	ENSSSCG00000035224
ENSG00000154175	ABI3BP	ENSSSCG00000011959	ABI3BP
ENSG00000119328	ABITRAM	ENSSSCG00000005440	ENSSSCG00000005440
ENSG00000097007	ABL1	ENSSSCG00000005706	ABL1
ENSG00000143322	ABL2	ENSSSCG00000024674	ABL2
ENSG00000099204	ABLIM1	ENSSSCG00000010651	ABLIM1
ENSG00000163995	ABLIM2	ENSSSCG00000008721	ABLIM2
ENSG00000173210	ABLIM3	ENSSSCG00000014430	ABLIM3
ENSG00000159842	ABR	ENSSSCG00000017804	ABR
ENSG00000174429	ABRA	ENSSSCG00000031728	ABRA
ENSG00000146386	ABRACL	ENSSSCG00000004145	ABRACL
ENSG00000163322	ABRAXAS1	ENSSSCG00000009234	ABRAXAS1
ENSG00000165660	ABRAXAS2	ENSSSCG00000010737	ABRAXAS2
ENSG00000146109	ABT1	ENSSSCG00000038191	ABT1
ENSG00000114626	ABTB1	ENSSSCG00000024827	ABTB1
ENSG00000166016	ABTB2	ENSSSCG00000013303	ABTB2
ENSG00000151136	ABTB3	ENSSSCG00000000162	ABTB3
ENSG00000060971	ACAA1	ENSSSCG00000011250	ACAA1
ENSG00000167315	ACAA2	ENSSSCG00000004510	ACAA2
ENSG00000278540	ACACA	ENSSSCG00000017694	ACACA
ENSG00000076555	ACACB	ENSSSCG00000061436	ACACB
ENSG00000111271	ACAD10	ENSSSCG00000009836	ACAD10
ENSG00000240303	ACAD11	ENSSSCG00000011629	ACAD11
ENSG00000151498	ACAD8	ENSSSCG00000062444	ACAD8
ENSG00000177646	ACAD9	ENSSSCG00000023354	ACAD9
ENSG00000115361	ACADL	ENSSSCG00000016156	ACADL
ENSG00000117054	ACADM	ENSSSCG00000003776	ACADM
ENSG00000122971	ACADS	ENSSSCG00000009916	ACADS
ENSG00000196177	ACADSB	ENSSSCG00000010723	ACADSB
ENSG00000072778	ACADVL	ENSSSCG00000017947	ACADVL
ENSG00000157766	ACAN	ENSSSCG00000001832	ACAN
ENSG00000072818	ACAP1	ENSSSCG00000017943	ACAP1
ENSG00000114331	ACAP2	ENSSSCG00000031147	ACAP2
ENSG00000131584	ACAP3	ENSSSCG00000003329	ACAP3
ENSG00000075239	ACAT1	ENSSSCG00000026153	ACAT1
ENSG00000120437	ACAT2	ENSSSCG00000004049	ACAT2
ENSG00000182827	ACBD3	ENSSSCG00000024180	ACBD3
ENSG00000181513	ACBD4	ENSSSCG00000017337	ACBD4
ENSG00000107897	ACBD5	ENSSSCG00000011064	ACBD5
ENSG00000230124	ACBD6	ENSSSCG00000015534	ACBD6
ENSG00000176244	ACBD7	ENSSSCG00000038184	ACBD7
ENSG00000110455	ACCS	ENSSSCG00000013282	ACCS
ENSG00000205126	ACCSL	ENSSSCG00000057793	ACCSL
ENSG00000102977	ACD	ENSSSCG00000029590	ACD
ENSG00000159640	ACE	ENSSSCG00000017296	ACE
ENSG00000130234	ACE2	ENSSSCG00000012138	ACE2
ENSG00000167769	ACER1	ENSSSCG00000023969	ACER1
ENSG00000177076	ACER2	ENSSSCG00000034213	ACER2
ENSG00000078124	ACER3	ENSSSCG00000032723	ACER3
ENSG00000087085	ACHE	ENSSSCG00000030303	ACHE
ENSG00000100813	ACIN1	ENSSSCG00000002034	ENSSSCG00000002034
ENSG00000213088	ACKR1	ENSSSCG00000036223	ACKR1
ENSG00000144648	ACKR2	ENSSSCG00000031154	ACKR2
ENSG00000144476	ACKR3	ENSSSCG00000016322	ACKR3
ENSG00000129048	ACKR4	ENSSSCG00000011630	ACKR4
ENSG00000131473	ACLY	ENSSSCG00000017421	ACLY
ENSG00000153086	ACMSD	ENSSSCG00000015699	ACMSD
ENSG00000122729	ACO1	ENSSSCG00000023807	ACO1
ENSG00000100412	ACO2	ENSSSCG00000000064	ACO2
ENSG00000102794	ACOD1	ENSSSCG00000009469	ACOD1
ENSG00000184227	ACOT1	ENSSSCG00000062678	ENSSSCG00000062678
ENSG00000162390	ACOT11	ENSSSCG00000037559	ACOT11
ENSG00000172497	ACOT12	ENSSSCG00000036095	ACOT12
ENSG00000112304	ACOT13	ENSSSCG00000036411	ACOT13
ENSG00000119673	ACOT2	ENSSSCG00000062678	ENSSSCG00000062678
ENSG00000177465	ACOT4	ENSSSCG00000002349	ENSSSCG00000002349
ENSG00000205669	ACOT6	ENSSSCG00000002348	ACOT6
ENSG00000097021	ACOT7	ENSSSCG00000003377	ACOT7
ENSG00000101473	ACOT8	ENSSSCG00000007426	ACOT8
ENSG00000123130	ACOT9	ENSSSCG00000012172	ACOT9
ENSG00000161533	ACOX1	ENSSSCG00000017198	ACOX1
ENSG00000168306	ACOX2	ENSSSCG00000011477	ACOX2
ENSG00000087008	ACOX3	ENSSSCG00000008724	ACOX3
ENSG00000153093	ACOXL	ENSSSCG00000037846	ACOXL
ENSG00000143727	ACP1	ENSSSCG00000008659	ACP1
ENSG00000134575	ACP2	ENSSSCG00000013242	ACP2
ENSG00000014257	ACP3	ENSSSCG00000011627	ACP3
ENSG00000142513	ACP4	ENSSSCG00000024736	ACP4
ENSG00000102575	ACP5	ENSSSCG00000032282	ACP5
ENSG00000162836	ACP6	ENSSSCG00000006697	ACP6
ENSG00000183760	ACP7	ENSSSCG00000002971	ACP7
ENSG00000100312	ACR	ENSSSCG00000021265	ACR
ENSG00000111644	ACRBP	ENSSSCG00000000700	ACRBP
ENSG00000134940	ACRV1	ENSSSCG00000015216	ACRV1
ENSG00000103740	ACSBG1	ENSSSCG00000001760	ACSBG1
ENSG00000130377	ACSBG2	ENSSSCG00000013536	ACSBG2
ENSG00000167107	ACSF2	ENSSSCG00000017566	ACSF2
ENSG00000176715	ACSF3	ENSSSCG00000023866	ACSF3
ENSG00000151726	ACSL1	ENSSSCG00000015784	ACSL1
ENSG00000123983	ACSL3	ENSSSCG00000016223	ACSL3
ENSG00000068366	ACSL4	ENSSSCG00000012583	ACSL4
ENSG00000197142	ACSL5	ENSSSCG00000031789	ACSL5
ENSG00000164398	ACSL6	ENSSSCG00000014272	ACSL6
ENSG00000183747	ACSM2A	ENSSSCG00000007858	ENSSSCG00000007858
ENSG00000066813	ACSM2B	ENSSSCG00000007858	ENSSSCG00000007858
ENSG00000005187	ACSM3	ENSSSCG00000007857	ACSM3
ENSG00000215009	ACSM4	ENSSSCG00000030033	ACSM4
ENSG00000183549	ACSM5	ENSSSCG00000026453	ACSM5
ENSG00000154930	ACSS1	ENSSSCG00000007133	ACSS1
ENSG00000131069	ACSS2	ENSSSCG00000007286	ACSS2
ENSG00000111058	ACSS3	ENSSSCG00000000939	ACSS3
ENSG00000143632	ACTA1	ENSSSCG00000010190	ACTA1
ENSG00000107796	ACTA2	ENSSSCG00000010447	ACTA2
ENSG00000075624	ACTB	ENSSSCG00000007585	ACTB
ENSG00000169067	ACTBL2	ENSSSCG00000016923	ACTBL2
ENSG00000159251	ACTC1	ENSSSCG00000004803	ACTC1
ENSG00000184009	ACTG1	ENSSSCG00000028355	ACTG1
ENSG00000163017	ACTG2	ENSSSCG00000008294	ACTG2
ENSG00000288649	ACTL10	ENSSSCG00000044750	ACTL10
ENSG00000136518	ACTL6A	ENSSSCG00000011762	ACTL6A
ENSG00000187003	ACTL7A	ENSSSCG00000005439	ACTL7A
ENSG00000148156	ACTL7B	ENSSSCG00000005438	ACTL7B
ENSG00000117148	ACTL8	ENSSSCG00000024062	ACTL8
ENSG00000181786	ACTL9	ENSSSCG00000013605	ACTL9
ENSG00000072110	ACTN1	ENSSSCG00000036702	ACTN1
ENSG00000077522	ACTN2	ENSSSCG00000010144	ACTN2
ENSG00000248746	ACTN3	ENSSSCG00000038323	ACTN3
ENSG00000130402	ACTN4	ENSSSCG00000002965	ACTN4
ENSG00000131966	ACTR10	ENSSSCG00000022299	ACTR10
ENSG00000138107	ACTR1A	ENSSSCG00000010585	ACTR1A
ENSG00000115073	ACTR1B	ENSSSCG00000008194	ACTR1B
ENSG00000138071	ACTR2	ENSSSCG00000008358	ACTR2
ENSG00000115091	ACTR3	ENSSSCG00000015710	ACTR3
ENSG00000133627	ACTR3B	ENSSSCG00000016426	ENSSSCG00000016426
ENSG00000106526	ACTR3C	ENSSSCG00000016426	ENSSSCG00000016426
ENSG00000101442	ACTR5	ENSSSCG00000007349	ACTR5
ENSG00000075089	ACTR6	ENSSSCG00000025682	ACTR6
ENSG00000113812	ACTR8	ENSSSCG00000011458	ACTR8
ENSG00000123165	ACTRT1	ENSSSCG00000012648	ACTRT1
ENSG00000169717	ACTRT2	ENSSSCG00000003357	ACTRT2
ENSG00000184378	ACTRT3	ENSSSCG00000039994	ACTRT3
ENSG00000115170	ACVR1	ENSSSCG00000015874	ACVR1
ENSG00000135503	ACVR1B	ENSSSCG00000000233	ACVR1B
ENSG00000123612	ACVR1C	ENSSSCG00000015873	ACVR1C
ENSG00000121989	ACVR2A	ENSSSCG00000015669	ACVR2A
ENSG00000114739	ACVR2B	ENSSSCG00000011257	ACVR2B
ENSG00000139567	ACVRL1	ENSSSCG00000000232	ACVRL1
ENSG00000243989	ACY1	ENSSSCG00000023325	ACY1
ENSG00000170634	ACYP2	ENSSSCG00000025224	ACYP2
ENSG00000196839	ADA	ENSSSCG00000021255	ADA
ENSG00000093072	ADA2	ENSSSCG00000035218	ADA2
ENSG00000164113	ADAD1	ENSSSCG00000009089	ADAD1
ENSG00000140955	ADAD2	ENSSSCG00000034385	ADAD2
ENSG00000168803	ADAL	ENSSSCG00000004710	ADAL
ENSG00000137845	ADAM10	ENSSSCG00000004595	ADAM10
ENSG00000073670	ADAM11	ENSSSCG00000017349	ADAM11
ENSG00000148848	ADAM12	ENSSSCG00000010746	ADAM12
ENSG00000143537	ADAM15	ENSSSCG00000006533	ADAM15
ENSG00000151694	ADAM17	ENSSSCG00000008641	ADAM17
ENSG00000168619	ADAM18	ENSSSCG00000007008	ADAM18
ENSG00000135074	ADAM19	ENSSSCG00000017052	ADAM19
ENSG00000104755	ADAM2	ENSSSCG00000045907	ADAM2
ENSG00000134007	ADAM20	ENSSSCG00000034126	ADAM20
ENSG00000139985	ADAM21	ENSSSCG00000002322	ADAM21
ENSG00000008277	ADAM22	ENSSSCG00000015297	ADAM22
ENSG00000114948	ADAM23	ENSSSCG00000016131	ADAM23
ENSG00000042980	ADAM28	ENSSSCG00000009644	ADAM28
ENSG00000168594	ADAM29	ENSSSCG00000053572	ADAM29
ENSG00000134249	ADAM30	ENSSSCG00000006713	ADAM30
ENSG00000197140	ADAM32	ENSSSCG00000015807	ADAM32
ENSG00000149451	ADAM33	ENSSSCG00000007145	ADAM33
ENSG00000069206	ADAM7	ENSSSCG00000009646	ADAM7
ENSG00000151651	ADAM8	ENSSSCG00000010772	ADAM8
ENSG00000168615	ADAM9	ENSSSCG00000015808	ADAM9
ENSG00000134028	ADAMDEC1	ENSSSCG00000009645	ADAMDEC1
ENSG00000154734	ADAMTS1	ENSSSCG00000012026	ADAMTS1
ENSG00000142303	ADAMTS10	ENSSSCG00000026994	ADAMTS10
ENSG00000151388	ADAMTS12	ENSSSCG00000016816	ADAMTS12
ENSG00000160323	ADAMTS13	ENSSSCG00000021241	ADAMTS13
ENSG00000138316	ADAMTS14	ENSSSCG00000010272	ADAMTS14
ENSG00000166106	ADAMTS15	ENSSSCG00000015250	ADAMTS15
ENSG00000145536	ADAMTS16	ENSSSCG00000017109	ADAMTS16
ENSG00000140470	ADAMTS17	ENSSSCG00000038452	ADAMTS17
ENSG00000140873	ADAMTS18	ENSSSCG00000038627	ADAMTS18
ENSG00000145808	ADAMTS19	ENSSSCG00000014259	ADAMTS19
ENSG00000087116	ADAMTS2	ENSSSCG00000024043	ADAMTS2
ENSG00000173157	ADAMTS20	ENSSSCG00000000795	ADAMTS20
ENSG00000156140	ADAMTS3	ENSSSCG00000038180	ADAMTS3
ENSG00000158859	ADAMTS4	ENSSSCG00000006359	ADAMTS4
ENSG00000154736	ADAMTS5	ENSSSCG00000012027	ADAMTS5
ENSG00000049192	ADAMTS6	ENSSSCG00000016943	ADAMTS6
ENSG00000136378	ADAMTS7	ENSSSCG00000001765	ADAMTS7
ENSG00000134917	ADAMTS8	ENSSSCG00000015249	ADAMTS8
ENSG00000163638	ADAMTS9	ENSSSCG00000011496	ADAMTS9
ENSG00000178031	ADAMTSL1	ENSSSCG00000040366	ADAMTSL1
ENSG00000197859	ADAMTSL2	ENSSSCG00000026425	ADAMTSL2
ENSG00000156218	ADAMTSL3	ENSSSCG00000001793	ADAMTSL3
ENSG00000143382	ADAMTSL4	ENSSSCG00000006651	ADAMTSL4
ENSG00000185761	ADAMTSL5	ENSSSCG00000013433	ADAMTSL5
ENSG00000105963	ADAP1	ENSSSCG00000007547	ADAP1
ENSG00000184060	ADAP2	ENSSSCG00000017738	ADAP2
ENSG00000160710	ADAR	ENSSSCG00000006543	ADAR
ENSG00000197381	ADARB1	ENSSSCG00000012089	ADARB1
ENSG00000185736	ADARB2	ENSSSCG00000011160	ADARB2
ENSG00000065457	ADAT1	ENSSSCG00000002706	ADAT1
ENSG00000189007	ADAT2	ENSSSCG00000039598	ADAT2
ENSG00000213638	ADAT3	ENSSSCG00000038810	ADAT3
ENSG00000063761	ADCK1	ENSSSCG00000002408	ADCK1
ENSG00000133597	ADCK2	ENSSSCG00000016496	ADCK2
ENSG00000173137	ADCK5	ENSSSCG00000005907	ADCK5
ENSG00000164742	ADCY1	ENSSSCG00000016726	ADCY1
ENSG00000143199	ADCY10	ENSSSCG00000006305	ADCY10
ENSG00000078295	ADCY2	ENSSSCG00000017101	ADCY2
ENSG00000138031	ADCY3	ENSSSCG00000008578	ADCY3
ENSG00000129467	ADCY4	ENSSSCG00000001988	ADCY4
ENSG00000173175	ADCY5	ENSSSCG00000027952	ADCY5
ENSG00000174233	ADCY6	ENSSSCG00000000175	ADCY6
ENSG00000121281	ADCY7	ENSSSCG00000039408	ADCY7
ENSG00000155897	ADCY8	ENSSSCG00000031717	ADCY8
ENSG00000162104	ADCY9	ENSSSCG00000007950	ADCY9
ENSG00000141433	ADCYAP1	ENSSSCG00000035186	ADCYAP1
ENSG00000078549	ADCYAP1R1	ENSSSCG00000016672	ADCYAP1R1
ENSG00000087274	ADD1	ENSSSCG00000008692	ADD1
ENSG00000075340	ADD2	ENSSSCG00000020736	ADD2
ENSG00000148700	ADD3	ENSSSCG00000010621	ADD3
ENSG00000118492	ADGB	ENSSSCG00000004114	ADGB
ENSG00000197177	ADGRA1	ENSSSCG00000039199	ADGRA1
ENSG00000020181	ADGRA2	ENSSSCG00000015825	ADGRA2
ENSG00000152990	ADGRA3	ENSSSCG00000008753	ADGRA3
ENSG00000181790	ADGRB1	ENSSSCG00000035891	ADGRB1
ENSG00000121753	ADGRB2	ENSSSCG00000003604	ADGRB2
ENSG00000135298	ADGRB3	ENSSSCG00000004270	ADGRB3
ENSG00000111452	ADGRD1	ENSSSCG00000009745	ADGRD1
ENSG00000180264	ADGRD2	ENSSSCG00000005591	ADGRD2
ENSG00000174837	ADGRE1	ENSSSCG00000013556	ENSSSCG00000013556
ENSG00000127507	ADGRE2	ENSSSCG00000036342	ENSSSCG00000036342
ENSG00000131355	ADGRE3	ENSSSCG00000013787	ADGRE3
ENSG00000123146	ADGRE5	ENSSSCG00000013775	ADGRE5
ENSG00000153292	ADGRF1	ENSSSCG00000001726	ADGRF1
ENSG00000173567	ADGRF3	ENSSSCG00000008570	ADGRF3
ENSG00000153294	ADGRF4	ENSSSCG00000022089	ADGRF4
ENSG00000069122	ADGRF5	ENSSSCG00000001725	ADGRF5
ENSG00000205336	ADGRG1	ENSSSCG00000002815	ADGRG1
ENSG00000173698	ADGRG2	ENSSSCG00000029756	ADGRG2
ENSG00000182885	ADGRG3	ENSSSCG00000002814	ADGRG3
ENSG00000159618	ADGRG5	ENSSSCG00000025503	ADGRG5
ENSG00000112414	ADGRG6	ENSSSCG00000004139	ADGRG6
ENSG00000144820	ADGRG7	ENSSSCG00000011962	ADGRG7
ENSG00000072071	ADGRL1	ENSSSCG00000013773	ADGRL1
ENSG00000117114	ADGRL2	ENSSSCG00000003761	ADGRL2
